,index,Name,True_Label,Predicted_Label,Depth,Correctly_Classified,Label_Difference
0,760,2022-08-30_151622_MDCBGB8,2,2,-3.6920834,True,0
1,429,2022-08-04_151909_MDCNGB1,1,1,-3.6622033,True,0
2,293,2022-07-26_180038_MDCBGB5,1,2,-4.819697,False,-1
3,423,2022-08-04_151809_MDCNGB1,1,1,-3.9573214,True,0
4,906,2022-09-01_144504_MDCNGB2,0,1,-3.614,False,-1
5,928,2022-09-01_145805_MDCNGB6,0,0,-2.7086568,True,0
6,363,2022-07-27_154228_MDCNGB4,0,0,-2.6582813,True,0
7,499,2022-08-24_145826_MDCNGB2,0,0,-3.9804838,True,0
8,79,2022-07-08_144354_MDCNGB4,1,1,-4.318448,True,0
9,284,2022-07-26_175907_MDCBGB5,2,2,-4.4214754,True,0
10,700,2022-08-30_145206_MDCBGB4,0,1,-3.7527273,False,-1
11,688,2022-08-30_144806_MDCBGB3,1,2,-3.7037663,False,-1
12,864,2022-08-31_145756_MDCSGB7,0,0,-2.57,True,0
13,458,2022-08-04_153313_MDCNGB3,0,2,-4.718923,False,-2
14,500,2022-08-24_145836_MDCNGB2,0,1,-3.978889,False,-1
15,696,2022-08-30_145126_MDCBGB4,0,1,-3.894348,False,-1
16,706,2022-08-30_145306_MDCBGB4,0,0,-3.8478947,True,0
17,469,2022-08-04_154316_MDCNGB4,1,1,-5.6535,True,0
18,345,2022-07-27_153728_MDCNGB3,0,0,-2.647361,True,0
19,866,2022-08-31_145816_MDCSGB7,0,0,-2.5182352,True,0
20,268,2022-07-26_175039_MDCBGB3,1,1,-4.3380356,True,0
21,463,2022-08-04_154216_MDCNGB4,1,1,-5.645085,True,0
22,47,2022-07-08_143519_MDCNGB3,1,2,-5.725294,False,-1
23,290,2022-07-26_180008_MDCBGB5,2,2,-4.685424,True,0
24,342,2022-07-27_153658_MDCNGB3,0,0,-2.6075757,True,0
25,449,2022-08-04_153143_MDCNGB3,0,1,-4.6236486,False,-1
26,865,2022-08-31_145806_MDCSGB7,0,0,-2.5554385,True,0
27,676,2022-08-30_143953_MDCBGB2,0,0,-3.0568254,True,0
28,526,2022-08-24_151036_MDCNGB4,0,0,-3.2934783,True,0
29,771,2022-08-30_151824_MDCBGB9,0,1,-3.8589656,False,-1
30,850,2022-08-31_145318_MDCSGB4,0,0,-2.7224193,True,0
31,705,2022-08-30_145256_MDCBGB4,0,1,-3.8333333,False,-1
32,761,2022-08-30_151632_MDCBGB8,2,2,-3.6961193,True,0
33,927,2022-09-01_145747_MDCNGB5,0,0,-2.7848437,True,0
34,467,2022-08-04_154256_MDCNGB4,1,1,-5.57,True,0
35,16,2022-07-08_142642_MDCNGB2,1,1,-4.7607017,True,0
36,309,2022-07-26_180530_MDCBGB6,0,1,-4.7145452,False,-1
37,361,2022-07-27_154208_MDCNGB4,0,0,-2.6587691,True,0
38,29,2022-07-08_143219_MDCNGB3,2,2,-4.120746,True,0
39,681,2022-08-30_144053_MDCBGB2,0,0,-3.2711864,True,0
40,684,2022-08-30_144123_MDCBGB2,0,1,-3.7172222,False,-1
41,41,2022-07-08_143419_MDCNGB3,0,1,-5.118889,False,-1
42,525,2022-08-24_151016_MDCNGB4,0,0,-2.9883099,True,0
43,78,2022-07-08_144344_MDCNGB4,0,1,-4.2417545,False,-1
44,683,2022-08-30_144113_MDCBGB2,0,1,-3.6985,False,-1
45,338,2022-07-27_153618_MDCNGB3,0,0,-2.696875,True,0
46,491,2022-08-24_145706_MDCNGB2,0,0,-3.579672,True,0
47,280,2022-07-26_175632_MDCBGB4,0,0,-2.996923,True,0
48,432,2022-08-04_151939_MDCNGB1,0,2,-3.615,False,-2
49,84,2022-07-08_144912_MDCNGB5,1,1,-4.9398413,True,0
50,460,2022-08-04_154146_MDCNGB4,0,1,-5.575263,False,-1
51,912,2022-09-01_145041_MDCNGB3,0,0,-3.079138,True,0
52,25,2022-07-08_143139_MDCNGB3,2,2,-3.4255714,True,0
53,752,2022-08-30_151458_MDCBGB8,0,2,-3.46056,False,-2
54,110,2022-07-08_150000_MDCNGB6,0,1,-4.888163,False,-1
55,442,2022-08-04_152355_MDCNGB2,0,1,-3.7739623,False,-1
56,106,2022-07-08_145920_MDCNGB6,0,1,-4.749057,False,-1
57,690,2022-08-30_144826_MDCBGB3,2,2,-3.6198611,True,0
58,794,2022-08-30_160456_MDCBGB12,0,1,-3.604375,False,-1
59,425,2022-08-04_151829_MDCNGB1,0,1,-3.8016071,False,-1
60,502,2022-08-24_150336_MDCNGB3,0,0,-3.060678,True,0
61,858,2022-08-31_145649_MDCSGB6,0,0,-2.7726786,True,0
62,451,2022-08-04_153203_MDCNGB3,0,1,-4.64,False,-1
63,907,2022-09-01_144514_MDCNGB2,0,0,-3.5098305,True,0
64,366,2022-07-27_154616_MDCNGB5,0,0,-3.4883332,True,0
65,107,2022-07-08_145930_MDCNGB6,0,1,-4.8632,False,-1
66,853,2022-08-31_145401_MDCSGB5,0,0,-2.4751563,True,0
67,113,2022-07-08_150030_MDCNGB6,0,1,-5.284333,False,-1
68,756,2022-08-30_151542_MDCBGB8,0,2,-3.7061038,False,-2
69,296,2022-07-26_180320_MDCBGB6,1,1,-4.0462294,True,0
70,490,2022-08-24_145656_MDCNGB2,0,0,-3.4682143,True,0
71,349,2022-07-27_153808_MDCNGB3,0,0,-2.7348611,True,0
72,753,2022-08-30_151512_MDCBGB8,0,0,-3.5304818,True,0
73,774,2022-08-30_151854_MDCBGB9,0,1,-4.0161405,False,-1
74,2,2022-07-08_142422_MDCNGB2,1,2,-3.3533332,False,-1
75,793,2022-08-30_160446_MDCBGB12,0,1,-3.6129687,False,-1
76,88,2022-07-08_145600_MDCNGB6,0,0,-3.0756924,True,0
